"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Summary Quote","Exchange"
"LTS^A","Ladenburg Thalmann Financial Services Inc","24.018","nan","nan","nan","nan","http://www.nasdaq.com/symbol/lts^a","AMEX"
"LSG","Lake Shore Gold Corp","0.82","$357.18M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/lsg","AMEX"
"LAQ","Latin America Equity Fund, Inc. (The)","21.1","$157.16M","1991","nan","nan","http://www.nasdaq.com/symbol/laq","AMEX"
"LGL","LGL Group, Inc. (The)","3.86","$10.02M","nan","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lgl","AMEX"
"LGL/WS","LGL Group, Inc. (The)","0.0189","nan","nan","nan","nan","http://www.nasdaq.com/symbol/lgl/ws","AMEX"
"LBY","Libbey, Inc.","39.4","$858.58M","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lby","AMEX"
"LBMH","Liberator Medical Holdings, Inc.","3.53","$187.68M","nan","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/lbmh","AMEX"
"LIQT","LiqTech International, Inc.","0.77","$30.34M","nan","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/liqt","AMEX"
"LEI","Lucas Energy, Inc.","0.1911","$6.69M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lei","AMEX"
"MCZ","Mad Catz Interactive Inc","0.3806","$27.96M","nan","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/mcz","AMEX"
"MVG","Mag Silver Corporation","6.23","$430.63M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mvg","AMEX"
"MHR^C","Magnum Hunter Resources Corporation","21.51","nan","nan","nan","nan","http://www.nasdaq.com/symbol/mhr^c","AMEX"
"MHR^D","Magnum Hunter Resources Corporation","35.18","nan","nan","nan","nan","http://www.nasdaq.com/symbol/mhr^d","AMEX"
"MHR^E","Magnum Hunter Resources Corporation","18.75","nan","nan","nan","nan","http://www.nasdaq.com/symbol/mhr^e","AMEX"
"MSTX","Mast Therapeutics, Inc.","0.485","$77.34M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mstx","AMEX"
"MHH","Mastech Holdings, Inc","8.62","$37.33M","nan","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/mhh","AMEX"
"MDGN","Medgenics, Inc.","8.02","$199.24M","2011","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/mdgn","AMEX"
"MDGN/WS","Medgenics, Inc.","2.45","nan","nan","nan","nan","http://www.nasdaq.com/symbol/mdgn/ws","AMEX"
"IPB","Merrill Lynch & Co., Inc.","27.13","nan","nan","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/ipb","AMEX"
"MEA","Metalico Inc","0.44","$25.66M","nan","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/mea","AMEX"
"MXC","Mexco Energy Corporation","5.56","$11.33M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mxc","AMEX"
"CCA","MFS California Insured Municipal Trust","11.5301","$32.13M","1999","nan","nan","http://www.nasdaq.com/symbol/cca","AMEX"
"MGT","MGT Capital Investments Inc","0.4636","$4.89M","nan","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/mgt","AMEX"
"MDW","Midway Gold Corporation","0.4117","$72.68M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mdw","AMEX"
"MGH","Minco Gold Corporation","0.22","$11.13M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mgh","AMEX"
"MGN","Mines Management, Inc.","0.47","$14.01M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/mgn","AMEX"
"MVF","MuniVest Fund, Inc.","10.21","$653.26M","nan","nan","nan","http://www.nasdaq.com/symbol/mvf","AMEX"
"MZA","MuniYield Arizona Fund, Inc.","16.45","$75.46M","1993","nan","nan","http://www.nasdaq.com/symbol/mza","AMEX"
"NNVC","NanoViricides, Inc.","2.25","$127.27M","nan","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/nnvc","AMEX"
"NHC","National HealthCare Corporation","63.67","$898.44M","nan","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/nhc","AMEX"
"NHC^A","National HealthCare Corporation","16.02","nan","nan","nan","nan","http://www.nasdaq.com/symbol/nhc^a","AMEX"
"NAVB","Navidea Biopharmaceuticals, Inc.","1.59","$239.04M","nan","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/navb","AMEX"
"NTIP","Network-1 Technologies, Inc.","2.25","$54.5M","nan","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ntip","AMEX"
"NBW","Neuberger Berman California Intermediate Municipal Fund Inc.","15.83","$87.67M","2002","nan","nan","http://www.nasdaq.com/symbol/nbw","AMEX"
"NHS","Neuberger Berman High Yield Strategies Fund","12.46","$243.48M","nan","nan","nan","http://www.nasdaq.com/symbol/nhs","AMEX"
"NBH","Neuberger Berman Intermediate Municipal Fund Inc.","15.37","$288.43M","2002","nan","nan","http://www.nasdaq.com/symbol/nbh","AMEX"
"NML","Neuberger Berman MLP Income Fund Inc.","17.63","$996.51M","2013","nan","nan","http://www.nasdaq.com/symbol/nml","AMEX"
"NBO","Neuberger Berman New York Intermediate Municipal Fund Inc.","13.88","$70.45M","2002","nan","nan","http://www.nasdaq.com/symbol/nbo","AMEX"
"NRO","Neuberger Berman Real Estate Securities Income Fund, Inc.","5.43","$302.93M","2003","nan","nan","http://www.nasdaq.com/symbol/nro","AMEX"
"CUR","Neuralstem, Inc.","1.95","$174.92M","nan","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cur","AMEX"
"UWN","Nevada Gold & Casinos, Inc.","1.55","$25.21M","nan","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/uwn","AMEX"
"NSU","Nevsun Resources Ltd","3.44","$686.82M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nsu","AMEX"
"GBR","New Concept Energy, Inc","1.7284","$3.37M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gbr","AMEX"
"NEN","New England Realty Associates Limited Partnership","50.2","$191.26M","nan","Consumer Services","Building operators","http://www.nasdaq.com/symbol/nen","AMEX"
"NGD","NEW GOLD INC.","3.65","$1.86B","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ngd","AMEX"
"NSAT","Norsat International Inc.","5.45","$31.78M","nan","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/nsat","AMEX"
"PAL","North American Palladium, Ltd.","0.2037","$80.04M","2000","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pal","AMEX"
"NAK","Northern Dynasty Minerals, Ltd.","0.3821","$36.3M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/nak","AMEX"
"NOG","Northern Oil and Gas, Inc.","8.28","$505.62M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/nog","AMEX"
"NBY","NovaBay Pharmaceuticals, Inc.","0.865","$53.74M","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nby","AMEX"
"NCQ","NovaCopper Inc.","0.631","$38.26M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ncq","AMEX"
"NG","Novagold Resources Inc.","3.13","$994.91M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ng","AMEX"
"NTN","NTN Buzztime, Inc.","0.41","$37.88M","nan","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/ntn","AMEX"
"NVX","Nuveen California Dividend Advantage Municipal Fund 2","14.43","$212.98M","2001","nan","nan","http://www.nasdaq.com/symbol/nvx","AMEX"
"NZH","Nuveen California Dividend Advantage Municipal Fund 3","13.74","$331.85M","nan","nan","nan","http://www.nasdaq.com/symbol/nzh","AMEX"
"NCB","Nuveen California Municipal Value Fund 2","16.78","$55.17M","nan","nan","nan","http://www.nasdaq.com/symbol/ncb","AMEX"
"CFD","Nuveen Diversified Commodity Fund","11.88","$107.48M","2010","nan","nan","http://www.nasdaq.com/symbol/cfd","AMEX"
"NXZ","Nuveen Dividend Advantage Municipal Fund 2","14.09","$415.35M","2001","nan","nan","http://www.nasdaq.com/symbol/nxz","AMEX"
"NZF","Nuveen Dividend Advantage Municipal Fund 3","14.11","$512.62M","2007","nan","nan","http://www.nasdaq.com/symbol/nzf","AMEX"
"NVG","Nuveen Dividend Advantage Municipal Income Fund","14.47","$385.83M","2002","nan","nan","http://www.nasdaq.com/symbol/nvg","AMEX"
"CTF","Nuveen Long/Short Commodity Total Return Fund","16.41","$268.24M","nan","nan","nan","http://www.nasdaq.com/symbol/ctf","AMEX"
"NOM","Nuveen Missouri Premium Income Municipal Fund","15.69","$36.59M","1993","nan","nan","http://www.nasdaq.com/symbol/nom","AMEX"
"NMZ","Nuveen Municipal High Income Opportunity Fund","13.84","$693M","2003","nan","nan","http://www.nasdaq.com/symbol/nmz","AMEX"
"NJV","Nuveen New Jersey Municipal Value Fund","14.7","$22.79M","nan","nan","nan","http://www.nasdaq.com/symbol/njv","AMEX"
"NXK","Nuveen New York Dividend Advantage Municipal Fund 2","13.48","$87.39M","2001","nan","nan","http://www.nasdaq.com/symbol/nxk","AMEX"
"NYV","Nuveen New York Municipal Value Fund 2","15.04","$35.34M","2009","nan","nan","http://www.nasdaq.com/symbol/nyv","AMEX"
"NPN","Nuveen Pennsylvania Municipal Value Fund","15.33","$18.69M","2009","nan","nan","http://www.nasdaq.com/symbol/npn","AMEX"
"JRS","Nuveen Real Estate Fund","11.68","$337.46M","2001","nan","nan","http://www.nasdaq.com/symbol/jrs","AMEX"
"OGEN","Oragenics, Inc.","0.85","$30.75M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ogen","AMEX"
"TIS","Orchids Paper Products Company","25.98","$227.5M","2005","Basic Industries","Paper","http://www.nasdaq.com/symbol/tis","AMEX"
"ONVO","Organovo Holdings, Inc.","3.72","$303.13M","nan","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/onvo","AMEX"
"ONP","Orient Paper, Inc.","1.75","$35.55M","nan","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/onp","AMEX"
"OESX","Orion Energy Systems, Inc.","3.23","$88.56M","2007","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/oesx","AMEX"
"OSGB","Overseas Shipholding Group, Inc.","4","$122.19M","nan","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/osgb","AMEX"
"ORM","Owens Realty Mortgage, Inc.","14.78","$159.15M","2013","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/orm","AMEX"
"PHF","Pacholder High Yield Fund, Inc.","7.45","$96.82M","nan","nan","nan","http://www.nasdaq.com/symbol/phf","AMEX"
"PBM","Pacific Booker Minerals Inc","4.5","$55.64M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pbm","AMEX"
"PCG^A","Pacific Gas & Electric Co.","29","nan","nan","nan","nan","http://www.nasdaq.com/symbol/pcg^a","AMEX"
"PCG^B","Pacific Gas & Electric Co.","27.96","nan","nan","nan","nan","http://www.nasdaq.com/symbol/pcg^b","AMEX"
"PCG^C","Pacific Gas & Electric Co.","26.69","nan","nan","nan","nan","http://www.nasdaq.com/symbol/pcg^c","AMEX"
"PCG^D","Pacific Gas & Electric Co.","25.137","nan","nan","nan","nan","http://www.nasdaq.com/symbol/pcg^d","AMEX"
"PCG^E","Pacific Gas & Electric Co.","25.158","nan","nan","nan","nan","http://www.nasdaq.com/symbol/pcg^e","AMEX"
"PCG^G","Pacific Gas & Electric Co.","24.5","nan","nan","nan","nan","http://www.nasdaq.com/symbol/pcg^g","AMEX"
"PCG^H","Pacific Gas & Electric Co.","22.8105","nan","nan","nan","nan","http://www.nasdaq.com/symbol/pcg^h","AMEX"
"PCG^I","Pacific Gas & Electric Co.","24.18","nan","nan","nan","nan","http://www.nasdaq.com/symbol/pcg^i","AMEX"
"PTN","Palatin Technologies, Inc.","0.97","$40.29M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptn","AMEX"
"PARR","Par Petroleum Corporation","24.27","$900.27M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/parr","AMEX"
"PZG","Paramount Gold and Silver Corp.","1","$162.03M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/pzg","AMEX"
"PRK","Park National Corporation","86.18","$1.32B","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/prk","AMEX"
"PED","Pedevco Corp.","0.5","$18.91M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ped","AMEX"
"PFNX","Pfenex Inc.","17.35","$356.07M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pfnx","AMEX"
"PIP","PharmAthene, Inc","1.67","$106.27M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pip","AMEX"
"HNW","Pioneer Diversified High Income Trust","17.4788","$145.65M","2007","nan","nan","http://www.nasdaq.com/symbol/hnw","AMEX"
"PLG","Platinum Group Metals Ltd.","0.5655","$434.84M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plg","AMEX"
"PLM","Polymet Mining Corp.","1.29","$356.64M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/plm","AMEX"
"PW","Power REIT","8.9588","$15.51M","nan","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pw","AMEX"
"PW^A","Power REIT","25.38","nan","nan","nan","nan","http://www.nasdaq.com/symbol/pw^a","AMEX"
"APTS","Preferred Apartment Communities, Inc.","10.68","$234.58M","2011","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/apts","AMEX"
"PLX","Protalix BioTherapeutics, Inc.","1.8","$168.49M","nan","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/plx","AMEX"
"PVCT","Provectus Biopharmaceuticals, Inc.","0.8099","$149.97M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pvct","AMEX"
"RLGT","Radiant Logistics, Inc.","5.63","$195.43M","nan","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/rlgt","AMEX"
"RLGT^A","Radiant Logistics, Inc.","27.94","nan","nan","nan","nan","http://www.nasdaq.com/symbol/rlgt^a","AMEX"
"REE","Rare Element Resources Ltd.","0.599","$28.58M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ree","AMEX"
"UTG","Reaves Utility Income Fund","30.26","$877.97M","2004","nan","nan","http://www.nasdaq.com/symbol/utg","AMEX"
"REED","Reeds, Inc.","5.42","$70.83M","nan","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/reed","AMEX"
"RWC","RELM Wireless Corporation","6.16","$84.18M","nan","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/rwc","AMEX"
"RCG","RENN Fund, Inc.","1.12","$5M","nan","nan","nan","http://www.nasdaq.com/symbol/rcg","AMEX"
"RVP","Retractable Technologies, Inc.","3.9","$108.01M","nan","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/rvp","AMEX"
"RVM","Revett Mining Company, Inc.","0.49","$19.24M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rvm","AMEX"
"RNN","Rexahn Pharmaceuticals, Inc.","0.722","$129.39M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/rnn","AMEX"
"RIC","Richmont Mines, Inc.","3.25","$188.31M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ric","AMEX"
"REI","Ring Energy, Inc.","10.81","$278.33M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/rei","AMEX"
"RIF","RMR Real Estate Income Fund.","21.33","$163.21M","nan","nan","nan","http://www.nasdaq.com/symbol/rif","AMEX"
"RBY","Rubicon Minerals Corp","0.9313","$345.18M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/rby","AMEX"
"SGA","Saga Communications, Inc.","41.26","$239.26M","nan","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sga","AMEX"
"SSN","Samson Oil & Gas Limited","1.66","$23.55M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ssn","AMEX"
"SPP","Sanchez Production Partners LP","2.05","$59.02M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/spp","AMEX"
"SAND          ","Sandstorm Gold Ltd","3.49","$410M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/sand          ","AMEX"
"SARA","Saratoga Resources Inc","0.21","$6.51M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/sara","AMEX"
"SEB","Seaboard Corporation","4171.95","$4.88B","1996","nan","nan","http://www.nasdaq.com/symbol/seb","AMEX"
"SVT","Servotronics, Inc.","7.05","$17.19M","nan","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/svt","AMEX"
"SIF","SIFCO Industries, Inc.","21.23","$115.3M","nan","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/sif","AMEX"
"SVBL","Silver Bull Resources, Inc.","0.115","$18.29M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/svbl","AMEX"
"SVLC","SilverCrest Mines, Inc.","1.11","$131.82M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/svlc","AMEX"
"SKY","Skyline Corporation","3.62","$30.38M","nan","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/sky","AMEX"
"SLI","SL Industries, Inc.","43.41","$177.37M","nan","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sli","AMEX"
"XPL","Solitario Exploration & Royalty Corp","0.755","$29.63M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/xpl","AMEX"
"SCE^B","Southern California Edison Company","23.38","nan","nan","nan","nan","http://www.nasdaq.com/symbol/sce^b","AMEX"
"SCE^C","Southern California Edison Company","22.69","nan","nan","nan","nan","http://www.nasdaq.com/symbol/sce^c","AMEX"
"SCE^D","Southern California Edison Company","23.38","nan","nan","nan","nan","http://www.nasdaq.com/symbol/sce^d","AMEX"
"SCE^E","Southern California Edison Company","24.9899","nan","nan","nan","nan","http://www.nasdaq.com/symbol/sce^e","AMEX"
"SGB","Southwest Georgia Financial Corporation","13.61","$34.68M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/sgb","AMEX"
"LOV","Spark Networks, Inc.","4.06","$100.4M","nan","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lov","AMEX"
"STRP","Straight Path Communications Inc.","19.94","$238.87M","2013","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/strp","AMEX"
"SSY","SunLink Health Systems, Inc.","1.7","$16.05M","nan","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/ssy","AMEX"
"SDPI","Superior Drilling Products, Inc.","3.35","$57.93M","2014","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/sdpi","AMEX"
"STS","Supreme Industries, Inc.","7.74","$128.38M","nan","Capital Goods","Constructionang Equipment/Trucks","http://www.nasdaq.com/symbol/sts","AMEX"
"SYRG","Synergy Resources Corporation","12.18","$1.27B","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/syrg","AMEX"
"SYN","Synthetic Biologics, Inc","2.13","$154.91M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syn","AMEX"
"TRX","Tanzanian Royalty Exploration Corporation","0.37","$37.64M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/trx","AMEX"
"TGB","Taseko Mines Limited","0.66","$146.39M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgb","AMEX"
"TAS","Tasman Metals Ltd","0.44","$29.1M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tas","AMEX"
"TRC/WS","Tejon Ranch Co","0.8","nan","nan","nan","nan","http://www.nasdaq.com/symbol/trc/ws","AMEX"
"TIK","Tel-Instrument Electronics Corp.","6","$19.54M","nan","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/tik","AMEX"
"TGC","Tengasco, Inc.","0.23","$13.99M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tgc","AMEX"
"GLU","The Gabelli Global Utility and Income Trust","18.62","$76.55M","2004","nan","nan","http://www.nasdaq.com/symbol/glu","AMEX"
"GLU^A","The Gabelli Global Utility and Income Trust","50.2201","nan","nan","nan","nan","http://www.nasdaq.com/symbol/glu^a","AMEX"
"TXMD","TherapeuticsMD, Inc.","6.38","$1.1B","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/txmd","AMEX"
"TPI","Tianyin Pharmaceutical Co., Inc.","0.42","$12.36M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tpi","AMEX"
"IDI","Tiger Media, Inc.","7.1001","$51.7M","nan","Consumer Services","Advertising","http://www.nasdaq.com/symbol/idi","AMEX"
"TLR","Timberline Resources Corporation","0.6703","$6.64M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tlr","AMEX"
"TGD","Timmons Gold Corp","0.71","$127.71M","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/tgd","AMEX"
"TOF","Tofutti Brands Inc.","4.11","$21.18M","nan","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/tof","AMEX"
"TMP","Tompkins Financial Corporation","54.28","$803.96M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/tmp","AMEX"
"TAT","Transatlantic Petroleum Ltd","5.73","$233.65M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tat","AMEX"
"TRXC","TransEnterix, Inc.","3.01","$190.77M","nan","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/trxc","AMEX"
"TPLM","Triangle Petroleum Corporation","5.34","$409.1M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tplm","AMEX"
"TRT","Trio-Tech International","2.71","$9.52M","nan","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/trt","AMEX"
"HTM","U.S. Geothermal Inc.","0.48","$51.39M","nan","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/htm","AMEX"
"UAMY","United States Antimony Corporation","0.699","$46.15M","nan","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/uamy","AMEX"
"UUU","Universal Security Instruments, Inc.","5.74","$13.28M","nan","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/uuu","AMEX"
"UQM","UQM TECHNOLOGIES INC","1.11","$44.9M","nan","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/uqm","AMEX"
"URG","Ur Energy Inc","0.95","$123.25M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urg","AMEX"
"URZ","Uranerz Energy Corporation","1.05","$100.71M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/urz","AMEX"
"UEC","Uranium Energy Corp.","1.51","$138.91M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/uec","AMEX"
"VTG","Vantage Drilling Company","0.2999","$93.11M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vtg","AMEX"
"VSR","Versar, Inc.","3.21","$31.48M","1986","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/vsr","AMEX"
"VII","Vicon Industries, Inc.","1.62","$14.82M","nan","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vii","AMEX"
"VHC","VirnetX Holding Corp","6.52","$339.02M","nan","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/vhc","AMEX"
"VGZ","Vista Gold Corporation","0.3201","$26.37M","nan","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/vgz","AMEX"
"VNRX","VolitionRX Limited","4.1004","$73.54M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vnrx","AMEX"
"VISI","Volt Information Sciences, Inc.","12.7","$266.42M","nan","Technology","Professional Services","http://www.nasdaq.com/symbol/visi","AMEX"
"EAD","Wells Fargo Advantage Income Opportunities Fund","8.89","$631.04M","2003","nan","nan","http://www.nasdaq.com/symbol/ead","AMEX"
"ERC","Wells Fargo Advantage Multi-Sector Income Fund","13.45","$565.64M","2003","nan","nan","http://www.nasdaq.com/symbol/erc","AMEX"
"ERH","Wells Fargo Advantage Utilities and High Income Fund","13.18","$121.67M","2004","nan","nan","http://www.nasdaq.com/symbol/erh","AMEX"
"SBI","Western Asset Intermediate Muni Fund Inc","10.1101","$142.32M","1992","nan","nan","http://www.nasdaq.com/symbol/sbi","AMEX"
"WRN","Western Copper and Gold Corporation","0.4511","$42.49M","2011","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/wrn","AMEX"
"WYY","WidePoint Corporation","1.305","$106.65M","nan","Technology","EDP Services","http://www.nasdaq.com/symbol/wyy","AMEX"
"WTT","Wireless Telecom Group,  Inc.","2.54","$49.38M","nan","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/wtt","AMEX"
"YUMA","Yuma Energy, Inc.","1.06","$73.27M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/yuma","AMEX"
"YUMA^A","Yuma Energy, Inc.","19.4","nan","nan","nan","nan","http://www.nasdaq.com/symbol/yuma^a","AMEX"
"ZBB","ZBB Energy Corporation","0.76","$29.7M","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/zbb","AMEX"
