"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Summary Quote","Exchange"
"BLBDW","Blue Bird Corporation","0.7","nan","2014","Capital Goods","Constructionang Equipment/Trucks","http://www.nasdaq.com/symbol/blbdw","NASDAQ"
"BBLU","Blue Earth, Inc.","0.9858","$93.19M","nan","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/bblu","NASDAQ"
"BHBK","Blue Hills Bancorp, Inc.","13.24","$376.9M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/bhbk","NASDAQ"
"NILE","Blue Nile, Inc.","28.99","$344.18M","2004","Consumer Services","Consumer Specialties","http://www.nasdaq.com/symbol/nile","NASDAQ"
"BLUE","bluebird bio, Inc.","118.49","$3.86B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/blue","NASDAQ"
"BKEP","Blueknight Energy Partners L.P., L.L.C.","7.61","$250.49M","2011","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bkep","NASDAQ"
"BKEPP","Blueknight Energy Partners L.P., L.L.C.","9.09","$274.14M","nan","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/bkepp","NASDAQ"
"BNCN","BNC Bancorp","18.31","$598.61M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/bncn","NASDAQ"
"BOBE","Bob Evans Farms, Inc.","46.66","$1.1B","nan","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bobe","NASDAQ"
"BOFI","BofI Holding, Inc.","91.96","$1.39B","2005","Finance","Savings Institutions","http://www.nasdaq.com/symbol/bofi","NASDAQ"
"WIFI","Boingo Wireless, Inc.","8.15","$296.32M","2011","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/wifi","NASDAQ"
"BOKF","BOK Financial Corporation","60.69","$4.19B","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/bokf","NASDAQ"
"BONA","Bona Film Group Limited","7.95","$484.9M","2010","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/bona","NASDAQ"
"BNSO","Bonso Electronics International, Inc.","1.31","$6.87M","nan","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/bnso","NASDAQ"
"BAMM","Books-A-Million, Inc.","2.77","$41.59M","1992","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/bamm","NASDAQ"
"BRDR","Borderfree, Inc.","6.01","$192.6M","2014","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/brdr","NASDAQ"
"BPFH","Boston Private Financial Holdings, Inc.","12.31","$1.02B","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfh","NASDAQ"
"BPFHP","Boston Private Financial Holdings, Inc.","26.25","nan","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfhp","NASDAQ"
"BPFHW","Boston Private Financial Holdings, Inc.","5.094","nan","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/bpfhw","NASDAQ"
"EPAY","Bottomline Technologies, Inc.","27.37","$1.09B","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/epay","NASDAQ"
"BDBD","Boulder Brands, Inc.","9.74","$596.76M","nan","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bdbd","NASDAQ"
"BLVD","Boulevard Acquisition Corp.","9.93","$273.7M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/blvd","NASDAQ"
"BLVDU","Boulevard Acquisition Corp.","10.41","$286.93M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/blvdu","NASDAQ"
"BLVDW","Boulevard Acquisition Corp.","0.75","nan","2014","Finance","Business Services","http://www.nasdaq.com/symbol/blvdw","NASDAQ"
"BCLI","Brainstorm Cell Therapeutics Inc.","4.38","$80.56M","nan","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bcli","NASDAQ"
"BBRG","Bravo Brio Restaurant Group, Inc.","15.43","$233.94M","2010","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bbrg","NASDAQ"
"BBEP","BreitBurn Energy Partners, L.P.","5.78","$1.22B","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bbep","NASDAQ"
"BBEPP","BreitBurn Energy Partners, L.P.","20.65","$165.2M","nan","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/bbepp","NASDAQ"
"BDGE","Bridge Bancorp, Inc.","26.06","$305.01M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/bdge","NASDAQ"
"BBNK","Bridge Capital Holdings","26.28","$419.38M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/bbnk","NASDAQ"
"BLIN          ","Bridgeline Digital, Inc.","0.4501","$10M","nan","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/blin          ","NASDAQ"
"BRID","Bridgford Foods Corporation","8.06","$73.38M","nan","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/brid","NASDAQ"
"BCOV","Brightcove Inc.","7.21","$234.48M","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/bcov","NASDAQ"
"BRCM","Broadcom Corporation","42.23","$23.21B","1998","Technology","Semiconductors","http://www.nasdaq.com/symbol/brcm","NASDAQ"
"BSFT","BroadSoft, Inc.","33.13","$960M","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bsft","NASDAQ"
"BVSN","BroadVision, Inc.","6.05","$29.23M","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/bvsn","NASDAQ"
"BYFC","Broadway Financial Corporation","1.2999","$37.8M","nan","Finance","Savings Institutions","http://www.nasdaq.com/symbol/byfc","NASDAQ"
"BWEN","Broadwind Energy, Inc.","4.89","$72.59M","nan","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/bwen","NASDAQ"
"BRCD","Brocade Communications Systems, Inc.","11.92","$5.03B","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/brcd","NASDAQ"
"BRKL","Brookline Bancorp, Inc.","10.36","$725.61M","nan","Finance","Savings Institutions","http://www.nasdaq.com/symbol/brkl","NASDAQ"
"BRKS","Brooks Automation, Inc.","11.6","$780.84M","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/brks","NASDAQ"
"BRKR","Bruker Corporation","18.86","$3.18B","nan","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/brkr","NASDAQ"
"BMTC","Bryn Mawr Bank Corporation","30.86","$546.47M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/bmtc","NASDAQ"
"BLMT","BSB Bancorp, Inc.","19.82","$179.76M","2011","Finance","Major Banks","http://www.nasdaq.com/symbol/blmt","NASDAQ"
"BSQR","BSQUARE Corporation","4.66","$54.85M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/bsqr","NASDAQ"
"BWLD","Buffalo Wild Wings, Inc.","178.49","$3.38B","2003","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bwld","NASDAQ"
"BLDR","Builders FirstSource, Inc.","6.98","$685.62M","2005","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/bldr","NASDAQ"
"BUR","Burcon Nutrascience Corp","2.4895","$85M","nan","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bur","NASDAQ"
"CFFI","C&F Financial Corporation","34.5","$117.09M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/cffi","NASDAQ"
"CHRW","C.H. Robinson Worldwide, Inc.","71.335","$10.55B","1997","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/chrw","NASDAQ"
"CA","CA Inc.","31.93","$14.14B","nan","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ca","NASDAQ"
"CCMP","Cabot Microelectronics Corporation","50.97","$1.23B","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/ccmp","NASDAQ"
"CDNS","Cadence Design Systems, Inc.","18.5","$5.41B","nan","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cdns","NASDAQ"
"CDZI","Cadiz, Inc.","10.29","$182.32M","nan","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/cdzi","NASDAQ"
"CACQ","Caesars Acquisition Company","6.45","$879.7M","nan","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/cacq","NASDAQ"
"CZR","Caesars Entertainment Corporation","10.91","$1.58B","2012","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/czr","NASDAQ"
"CSTE","CaesarStone Sdot-Yam Ltd.","57.92","$2.03B","2012","Capital Goods","Building Materials","http://www.nasdaq.com/symbol/cste","NASDAQ"
"PRSS","CafePress Inc.","3.94","$68.45M","2012","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/prss","NASDAQ"
"CLMS","Calamos Asset Management, Inc.","13.41","$275.3M","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/clms","NASDAQ"
"CHY","Calamos Convertible and High Income Fund","14.15","$1.02B","2003","nan","nan","http://www.nasdaq.com/symbol/chy","NASDAQ"
"CHI","Calamos Convertible Opportunities and Income Fund","12.96","$887.2M","2002","nan","nan","http://www.nasdaq.com/symbol/chi","NASDAQ"
"CCD","Calamos Dynamic Convertible & Income Fund","25.19","nan","2015","nan","nan","http://www.nasdaq.com/symbol/ccd","NASDAQ"
"CFGE","Calamos Focus Growth ETF","11","$28.6M","nan","nan","nan","http://www.nasdaq.com/symbol/cfge","NASDAQ"
"CHW","Calamos Global Dynamic Income Fund","8.8","$519.26M","2007","nan","nan","http://www.nasdaq.com/symbol/chw","NASDAQ"
"CGO","Calamos Global Total Return Fund","13.45","$112.35M","2005","nan","nan","http://www.nasdaq.com/symbol/cgo","NASDAQ"
"CSQ","Calamos Strategic Total Return Fund","11.19","$1.73B","2004","nan","nan","http://www.nasdaq.com/symbol/csq","NASDAQ"
"CAMP","CalAmp Corp.","16.69","$604.26M","1983","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/camp","NASDAQ"
"CVGW","Calavo Growers, Inc.","51.96","$899.76M","nan","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cvgw","NASDAQ"
"CFNB","California First National Bancorp","13.808","$144.43M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/cfnb","NASDAQ"
"CALA","Calithera Biosciences, Inc.","16.46","$295.4M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cala","NASDAQ"
"CALD","Callidus Software, Inc.","12.77","$626.69M","2003","Technology","EDP Services","http://www.nasdaq.com/symbol/cald","NASDAQ"
"CALM","Cal-Maine Foods, Inc.","38.74","$1.88B","1996","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/calm","NASDAQ"
"CLMT","Calumet Specialty Products Partners, L.P.","24.73","$1.87B","2006","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/clmt","NASDAQ"
"ABCD","Cambium Learning Group, Inc.","3.19","$145.09M","nan","Consumer Services","Publishing","http://www.nasdaq.com/symbol/abcd","NASDAQ"
"CAMB","CAMBRIDGE CAPITAL ACQUISITION CORPORATION","10.04","$105.77M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/camb","NASDAQ"
"CAMBU","CAMBRIDGE CAPITAL ACQUISITION CORPORATION","10.73","nan","2013","Finance","Business Services","http://www.nasdaq.com/symbol/cambu","NASDAQ"
"CAMBW","CAMBRIDGE CAPITAL ACQUISITION CORPORATION","0.38","nan","2014","Finance","Business Services","http://www.nasdaq.com/symbol/cambw","NASDAQ"
"CAC","Camden National Corporation","40.7","$302.38M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/cac","NASDAQ"
"CAMT","Camtek Ltd.","3.18","$97.29M","2000","Capital Goods","Electronic Components","http://www.nasdaq.com/symbol/camt","NASDAQ"
"CSIQ","Canadian Solar Inc.","33.89","$1.84B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/csiq","NASDAQ"
"CGIX","Cancer Genetics, Inc.","7.97","$78.27M","nan","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cgix","NASDAQ"
"CPHC","Canterbury Park Holding Corporation","10.22","$43.07M","nan","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/cphc","NASDAQ"
"CBNJ","Cape Bancorp, Inc.","9.7","$111.4M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/cbnj","NASDAQ"
"CPLA","Capella Education Company","66.92","$818.56M","2006","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/cpla","NASDAQ"
"CBF","Capital Bank Financial Corp.","27.57","$1.31B","2012","Finance","Major Banks","http://www.nasdaq.com/symbol/cbf","NASDAQ"
"CCBG","Capital City Bank Group","16.24","$284.53M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/ccbg","NASDAQ"
"CPLP","Capital Product Partners L.P.","9.73","$1.01B","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/cplp","NASDAQ"
"CSWC","Capital Southwest Corporation","47.23","$734.11M","nan","nan","nan","http://www.nasdaq.com/symbol/cswc","NASDAQ"
"CPTA","Capitala Finance Corp.","19","$246.51M","2013","nan","nan","http://www.nasdaq.com/symbol/cpta","NASDAQ"
"CLAC","Capitol Acquisition Corp. II","10.2999","$257.5M","2013","Finance","Business Services","http://www.nasdaq.com/symbol/clac","NASDAQ"
"CLACU","Capitol Acquisition Corp. II","10.75","$268.75M","2013","Finance","Business Services","http://www.nasdaq.com/symbol/clacu","NASDAQ"
"CLACW","Capitol Acquisition Corp. II","1.25","nan","2013","Finance","Business Services","http://www.nasdaq.com/symbol/clacw","NASDAQ"
"CFFN","Capitol Federal Financial, Inc.","12.535","$1.76B","nan","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cffn","NASDAQ"
"CAPN","Capnia, Inc.","7.45","$50.43M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/capn","NASDAQ"
"CAPNW","Capnia, Inc.","1.7","nan","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/capnw","NASDAQ"
"CAPR","Capricor Therapeutics, Inc.","8.3499","$135.45M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/capr","NASDAQ"
"CPST","Capstone Turbine Corporation","0.64","$211.4M","2000","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cpst","NASDAQ"
"CARA","Cara Therapeutics, Inc.","10.04","$229.16M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cara","NASDAQ"
"CARB","Carbonite, Inc.","12.25","$333.81M","2011","Technology","EDP Services","http://www.nasdaq.com/symbol/carb","NASDAQ"
"CRDC","Cardica, Inc.","0.59","$52.48M","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/crdc","NASDAQ"
"CFNL","Cardinal Financial Corporation","20.41","$655.89M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/cfnl","NASDAQ"
"CRME","Cardiome Pharma Corporation","9.5","$157.61M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crme","NASDAQ"
"CSII","Cardiovascular Systems, Inc.","39.41","$1.25B","1981","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/csii","NASDAQ"
"CATM","Cardtronics, Inc.","37.86","$1.7B","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/catm","NASDAQ"
"CDNA","CareDx, Inc.","5.44","$64.21M","2014","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/cdna","NASDAQ"
"CECO","Career Education Corporation","5.01","$338.27M","1998","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ceco","NASDAQ"
"CTRE","CareTrust REIT, Inc.","14.25","$449.8M","nan","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ctre","NASDAQ"
"CKEC","Carmike Cinemas, Inc.","33.78","$824.91M","nan","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/ckec","NASDAQ"
"CLBH","Carolina Bank Holdings Inc.","10.208","$35.06M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/clbh","NASDAQ"
"CARO","Carolina Financial Corporation","13.499","$109.67M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/caro","NASDAQ"
"CART","Carolina Trust Bank","5.52","$25.58M","nan","nan","nan","http://www.nasdaq.com/symbol/cart","NASDAQ"
"CRZO","Carrizo Oil & Gas, Inc.","50.05","$2.31B","1997","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/crzo","NASDAQ"
"TAST","Carrols Restaurant Group, Inc.","8.27","$293.48M","2006","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/tast","NASDAQ"
"CRTN","Cartesian, Inc.","3.54","$31.18M","nan","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/crtn","NASDAQ"
"CARV","Carver Bancorp, Inc.","4.64","$17.15M","nan","Finance","Savings Institutions","http://www.nasdaq.com/symbol/carv","NASDAQ"
"CASM","CAS Medical Systems, Inc.","1.33","$35.58M","nan","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/casm","NASDAQ"
"CACB","Cascade Bancorp","4.88","$353.73M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/cacb","NASDAQ"
"CSCD","Cascade Microtech, Inc.","13.77","$227.89M","2004","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/cscd","NASDAQ"
"CWST","Casella Waste Systems, Inc.","6.02","$244.27M","1997","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/cwst","NASDAQ"
"CASY","Caseys General Stores, Inc.","90.02","$3.5B","1983","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/casy","NASDAQ"
"CASI","CASI Pharmaceuticals, Inc.","1.44","$46.72M","nan","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/casi","NASDAQ"
"CASS","Cass Information Systems, Inc","55.57","$638.39M","nan","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cass","NASDAQ"
"CPRX","Catalyst Pharmaceutical Partners, Inc.","4.39","$359.25M","2006","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cprx","NASDAQ"
"CTRX","Catamaran Corporation","59.26","$12.3B","nan","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/ctrx","NASDAQ"
"CATY","Cathay General Bancorp","28.57","$2.28B","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/caty","NASDAQ"
"CATYW","Cathay General Bancorp","8.14","nan","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/catyw","NASDAQ"
"CVCO","Cavco Industries, Inc.","74.4","$659.12M","nan","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/cvco","NASDAQ"
"CAVM","Cavium, Inc.","68.91","$3.79B","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/cavm","NASDAQ"
"CBFV","CB Financial Services, Inc.","19.7143","$80.27M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/cbfv","NASDAQ"
"CNLM","CB Pharma Acquisition Corp.","9.82","$54.36M","2015","Finance","Business Services","http://www.nasdaq.com/symbol/cnlm","NASDAQ"
"CNLMR","CB Pharma Acquisition Corp.","0.29","nan","2015","Finance","Business Services","http://www.nasdaq.com/symbol/cnlmr","NASDAQ"
"CNLMU","CB Pharma Acquisition Corp.","10.2","nan","2014","nan","nan","http://www.nasdaq.com/symbol/cnlmu","NASDAQ"
"CNLMW","CB Pharma Acquisition Corp.","0.24","nan","2015","Finance","Business Services","http://www.nasdaq.com/symbol/cnlmw","NASDAQ"
"CBDE","CBD Energy Limited","0.9","$4.18M","nan","Technology","Semiconductors","http://www.nasdaq.com/symbol/cbde","NASDAQ"
"CBOE","CBOE Holdings, Inc.","56.02","$4.71B","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/cboe","NASDAQ"
"CDK","CDK Global, Inc.","45.7","$7.35B","nan","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cdk","NASDAQ"
"CDW","CDW Corporation","36.67","$6.33B","2013","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/cdw","NASDAQ"
"CECE","CECO Environmental Corp.","10.89","$287.61M","nan","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cece","NASDAQ"
"CPXX","Celator Pharmaceuticals Inc.","2.45","$82.67M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cpxx","NASDAQ"
"CELG","Celgene Corporation","114.31","$91.52B","1987","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celg","NASDAQ"
"CELGZ","Celgene Corporation","2.84","nan","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/celgz","NASDAQ"
"CLDN","Celladon Corporation","17.73","$413.19M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cldn","NASDAQ"
"CLDX","Celldex Therapeutics, Inc.","26.43","$2.37B","nan","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/cldx","NASDAQ"
"CLRB","Cellectar Biosciences, Inc.","3.0088","$22.75M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clrb","NASDAQ"
"CLRBW","Cellectar Biosciences, Inc.","0.79","nan","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clrbw","NASDAQ"
"CLLS","Cellectis S.A.","32.25","$808.9M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/clls","NASDAQ"
"CBMG","Cellular Biomedicine Group, Inc.","36.16","$359.65M","nan","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cbmg","NASDAQ"
"ICEL","Cellular Dynamics International, Inc.","16.46","$260.3M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/icel","NASDAQ"
"CLSN","Celsion Corporation","2.7","$53.96M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/clsn","NASDAQ"
"CLTX","Celsus Therapeutics Plc","0.74","$4.12M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cltx","NASDAQ"
"CEMP","Cempra, Inc.","34.41","$1.5B","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemp","NASDAQ"
"CSFL","CenterState Banks, Inc.","12","$544.71M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/csfl","NASDAQ"
"CETV","Central European Media Enterprises Ltd.","2.73","$369.47M","1994","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/cetv","NASDAQ"
"CFBK","Central Federal Corporation","1.409","$22.3M","nan","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cfbk","NASDAQ"
"CENT","Central Garden & Pet Company","10.11","$504.72M","1993","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cent","NASDAQ"
"CENTA","Central Garden & Pet Company","10.81","$539.67M","nan","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/centa","NASDAQ"
"CVCY","Central Valley Community Bancorp","11.27","$123.75M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/cvcy","NASDAQ"
"CENX","Century Aluminum Company","14.03","$1.25B","1996","Basic Industries","Aluminum","http://www.nasdaq.com/symbol/cenx","NASDAQ"
"CNBKA","Century Bancorp, Inc.","39.26","$218.6M","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/cnbka","NASDAQ"
"CNTY","Century Casinos, Inc.","5.37","$130.93M","nan","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/cnty","NASDAQ"
"CPHD","CEPHEID","56.81","$4.06B","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cphd","NASDAQ"
"CRNT","Ceragon Networks Ltd.","1.14","$91.9M","nan","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/crnt","NASDAQ"
"CERE","Ceres, Inc.","0.3337","$16.1M","2012","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cere","NASDAQ"
"CERN","Cerner Corporation","72.77","$24.93B","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/cern","NASDAQ"
"CERU","Cerulean Pharma Inc.","7.25","$147.73M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ceru","NASDAQ"
"CERS","Cerus Corporation","3.91","$372.14M","1997","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/cers","NASDAQ"
"KOOL","Cesca Therapeutics Inc.","0.925","$37.27M","nan","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kool","NASDAQ"
"CEVA","CEVA, Inc.","21","$431.84M","nan","Technology","Semiconductors","http://www.nasdaq.com/symbol/ceva","NASDAQ"
"CYOU","Changyou.com Limited","26.62","$1.4B","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cyou","NASDAQ"
"HOTR","Chanticleer Holdings, Inc.","2.34","$16.94M","nan","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotr","NASDAQ"
"HOTRW","Chanticleer Holdings, Inc.","0.34","nan","nan","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/hotrw","NASDAQ"
"CTHR","Charles & Colvard Ltd","1.17","$23.87M","1997","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cthr","NASDAQ"
"GTLS","Chart Industries, Inc.","37.94","$1.16B","2006","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/gtls","NASDAQ"
"CHTR","Charter Communications, Inc.","189.575","$21.25B","nan","Consumer Services","Television Services","http://www.nasdaq.com/symbol/chtr","NASDAQ"
"CHFN","Charter Financial Corp.","12.05","$203.2M","2010","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chfn","NASDAQ"
"CHKP","Check Point Software Technologies Ltd.","82.49","$15.74B","1996","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/chkp","NASDAQ"
"CHEK","Check-Cap Ltd.","5.62","nan","2015","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/chek","NASDAQ"
"CHEKW","Check-Cap Ltd.","1.2","nan","2015","Health Care","Medical Electronics","http://www.nasdaq.com/symbol/chekw","NASDAQ"
"CEMI","Chembio Diagnostics, Inc.","4.09","$39.38M","nan","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cemi","NASDAQ"
"CHFC","Chemical Financial Corporation","31.35","$1.03B","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/chfc","NASDAQ"
"CCXI","ChemoCentryx, Inc.","7.54","$328.27M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ccxi","NASDAQ"
"CHMG","Chemung Financial Corp","27.2001","$126.41M","nan","Finance","Major Banks","http://www.nasdaq.com/symbol/chmg","NASDAQ"
"CHKE","Cherokee Inc.","19.64","$165.63M","nan","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/chke","NASDAQ"
"CHEV","Cheviot Financial Corp","15.44","$104.15M","2004","Finance","Savings Institutions","http://www.nasdaq.com/symbol/chev","NASDAQ"
"CBNK","Chicopee Bancorp, Inc.","17.1","$90.13M","nan","Finance","Banks","http://www.nasdaq.com/symbol/cbnk","NASDAQ"
